X,Y,Z,State,MicroHeight
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,0.710680,1,0.000000
NaN,NaN,0.854286,1,0.000000
NaN,NaN,0.854286,1,0.000000
NaN,NaN,0.954906,1,0.000000
NaN,NaN,0.954906,1,0.000000
NaN,NaN,0.965022,1,0.000000
NaN,NaN,0.954906,1,0.000000
NaN,NaN,0.953872,1,0.000000
NaN,NaN,0.952837,1,0.000000
NaN,NaN,0.953872,1,0.000000
NaN,NaN,0.954906,1,0.000000
NaN,NaN,0.953872,1,0.000000
NaN,NaN,0.954906,1,0.000000
NaN,NaN,0.965022,1,0.000000
NaN,NaN,0.975138,1,0.000000
NaN,NaN,0.986515,1,0.000000
NaN,NaN,0.997891,1,0.000000
NaN,NaN,1.013418,1,0.000000
NaN,NaN,1.028944,1,0.000000
0.934714,2.245995,1.038140,1,0.000000
0.875711,2.381501,1.047337,1,0.000000
NaN,NaN,1.067026,1,0.000000
1.042108,2.240343,1.086715,1,0.000000
NaN,NaN,1.089226,1,0.000000
0.958185,2.231607,1.091737,1,0.000000
0.956861,2.277318,1.092050,1,0.000000
0.929752,2.259594,1.092362,1,0.000000
0.988880,2.249390,1.108201,1,0.000000
1.019483,2.324206,1.124039,1,0.000000
0.959924,2.264599,1.131501,1,0.000000
0.977952,2.207937,1.138963,1,0.000000
1.147275,2.298904,1.138963,1,0.000000
1.014400,2.335070,1.138963,1,0.000000
1.146173,2.313735,1.144398,1,0.000000
1.178653,2.319092,1.149833,1,0.000000
1.148426,2.334787,1.150132,1,0.000000
1.240158,2.278920,1.150431,1,0.000000
1.293146,2.254198,1.152869,1,0.000000
1.238046,2.308498,1.155307,1,0.000000
1.374074,2.342499,1.156059,1,0.000000
1.372170,2.440432,1.163900,1,0.000000
1.363636,2.320923,1.170989,1,0.000000
1.391109,2.353289,1.170989,1,0.000000
1.437392,2.427514,1.193715,1,0.000000
1.438164,2.440762,1.194486,1,0.000000
1.443423,2.390533,1.200458,1,0.000000
1.445482,2.416551,1.205945,1,0.000000
1.396425,2.418852,1.225740,1,0.000000
1.463490,2.477073,1.280735,1,0.000000
1.491216,2.453598,1.329310,1,0.000000
1.475651,2.460921,1.350150,1,0.000000
1.425620,2.447717,1.357902,1,0.000000
1.539267,2.499463,1.401464,1,0.000000
1.508072,2.565385,1.480965,1,0.000000
1.553468,2.565998,1.552684,1,0.000000
1.558180,2.547386,1.627608,1,0.000000
1.558501,2.582262,1.648004,1,0.000000
1.589013,2.633889,1.651960,1,0.000000
1.668534,2.657634,1.669536,1,0.000000
1.663758,2.596996,1.706684,1,0.000000
1.694191,2.556581,1.712215,1,0.000000
1.716073,2.609024,1.721839,1,0.000000
1.759760,2.640864,1.725931,1,0.000000
1.776968,2.632031,1.730436,1,0.000000
1.809027,2.647233,1.730436,1,0.000000
1.843051,2.701352,1.731729,1,0.000000
1.830636,2.674165,1.731729,1,0.000000
1.875863,2.662098,1.731729,1,0.000000
1.912196,2.688027,1.736079,1,0.000000
1.892606,2.680342,1.736079,1,0.000000
NaN,NaN,1.736079,1,0.000000
1.946221,2.726251,1.736079,1,0.000000
1.960067,2.731514,1.736449,1,0.000000
1.981814,2.749959,1.739135,1,0.000000
2.018940,2.750639,1.739135,1,0.000000
2.102960,2.767641,1.755698,1,0.000000
2.134844,2.772260,1.777632,1,0.000000
2.139627,2.782776,1.777632,1,0.000000
2.204692,2.805041,1.777632,1,0.000000
NaN,NaN,1.777632,1,0.000000
2.265512,2.847181,1.777632,1,0.000000
NaN,NaN,1.777632,1,0.000000
2.314132,2.799309,1.764690,1,0.000000
2.261840,2.798324,1.758611,1,0.000000
NaN,NaN,1.758611,1,0.000000
2.318907,2.877647,1.734898,1,0.000000
2.386292,2.879801,1.734331,1,0.000000
2.460419,2.829219,1.730438,1,0.000000
2.469348,2.863781,1.721631,1,0.000000
2.560662,2.775670,1.715215,1,0.000000
2.612844,2.783264,1.715215,1,0.000000
2.629606,2.804756,1.714281,1,0.000000
NaN,NaN,1.706291,1,0.000000
2.730198,2.812406,1.701152,1,0.000000
NaN,NaN,1.706291,1,0.000000
NaN,NaN,1.701152,1,0.000000
2.832139,2.801358,1.701152,1,0.000000
2.887632,2.782945,1.696013,1,0.000000
2.913520,2.778875,1.701152,1,0.000000
2.971123,2.816128,1.696013,1,0.000000
3.012736,2.813639,1.696013,1,0.000000
2.977987,2.840312,1.690736,1,0.000000
3.126367,2.827082,1.690736,1,0.000000
3.109848,2.895063,1.690736,1,0.000000
3.151826,2.891238,1.701152,1,0.000000
NaN,NaN,1.706291,1,0.000000
3.247459,2.793559,1.714281,1,0.000000
3.229679,2.815114,1.711221,1,0.000000
3.311057,2.818060,1.711221,1,0.000000
3.366867,2.820709,1.721631,1,0.000000
3.363438,2.787341,1.730438,1,0.000000
3.422992,2.802154,1.730438,1,0.000000
NaN,NaN,1.731005,1,0.000000
NaN,NaN,1.734898,1,0.000000
NaN,NaN,1.734898,1,0.000000
3.528164,2.849780,1.745071,1,0.000000
NaN,NaN,1.755245,1,0.000000
NaN,NaN,1.758611,1,0.000000
NaN,NaN,1.761491,1,0.000000
NaN,NaN,1.764690,1,0.000000
NaN,NaN,1.764690,1,0.000000
NaN,NaN,1.783404,1,0.000000
3.535961,2.927187,1.794731,1,0.000000
3.521398,2.940467,1.806058,1,0.000000
3.568897,2.967313,1.801426,1,0.000000
3.419765,2.950619,1.801426,1,0.000000
NaN,NaN,1.819448,1,0.000000
3.471736,3.046808,1.827691,1,0.000000
3.377632,2.932722,1.827691,1,0.000000
3.333499,3.059475,1.827691,1,0.000000
3.430730,2.960145,1.827691,1,0.000000
3.352867,3.080175,1.827691,1,0.000000
3.296070,3.107031,1.827691,1,0.000000
3.234953,3.122598,1.823570,1,0.000000
3.202144,3.135371,1.827691,1,0.000000
3.209073,3.099735,1.823570,1,0.000000
3.216452,3.166673,1.823570,1,0.000000
3.187436,3.152675,1.819448,1,0.000000
3.224593,3.108463,1.819448,1,0.000000
3.161033,3.187609,1.819448,1,0.000000
3.087082,3.206846,1.819448,1,0.000000
NaN,NaN,1.802525,1,0.000000
NaN,NaN,1.802525,1,0.000000
NaN,NaN,1.785601,1,0.000000
2.900455,3.202251,1.784940,1,0.000000
2.967240,3.257864,1.783404,1,0.000000
2.888758,3.312338,1.783404,1,0.000000
2.881243,3.269543,1.783189,1,0.000000
2.876481,3.281748,1.779884,1,0.000000
2.834629,3.248241,1.779884,1,0.000000
2.808055,3.235826,1.772824,1,0.000000
2.787792,3.213690,1.772824,1,0.000000
2.780663,3.229736,1.761529,1,0.000000
2.715978,3.220370,1.753908,1,0.000000
2.742012,3.167895,1.747349,1,0.000000
2.675772,3.119574,1.741087,1,0.000000
2.648392,3.104862,1.724167,1,0.000000
NaN,NaN,1.647481,1,0.000000
NaN,NaN,1.583027,1,0.000000
NaN,NaN,1.384927,1,0.000000
2.388683,3.123526,1.004558,1,0.000000
NaN,NaN,0.785813,1,0.000000
NaN,NaN,0.749335,1,0.000000
2.247759,3.180925,0.689076,1,0.000000
2.171883,3.201129,0.628818,1,0.000000
1.986854,3.149279,0.619012,1,0.000000
1.985084,3.227211,0.615101,1,0.000000
2.077795,3.293732,0.594839,2,0.000000
2.385619,3.393515,0.559545,2,0.000000
2.419922,3.386591,0.540603,2,0.000000
2.477433,3.379798,0.533547,2,0.000000
1.779719,3.383746,0.528929,2,0.000000
1.727072,3.399103,0.516706,2,0.000000
1.669528,3.420095,0.509101,2,0.000000
NaN,NaN,0.508092,2,0.000000
1.713657,3.452463,0.507084,2,0.000000
1.819080,3.484006,0.506151,2,0.000000
1.695915,3.456422,0.505217,2,0.000000
NaN,NaN,0.505217,2,0.000000
1.601603,3.549943,0.505217,2,0.000000
1.606380,3.491256,0.505217,2,0.000000
1.606744,3.557545,0.505217,2,0.000000
1.621247,3.538122,0.505217,2,0.000000
1.883682,3.438809,0.505217,2,0.000000
1.568450,3.764484,0.504021,2,0.000000
NaN,NaN,0.502825,2,0.000000
1.942424,3.679199,0.502763,2,0.000000
1.792232,3.523782,0.502700,2,0.000000
NaN,NaN,0.499174,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.126752
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
